date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2010-06-05,13.2,4.67,450,"1980-05-29 2009-06-12",86.34,9.57,450,"1980-05-29 2009-06-12",22.52,4.71,450,"1980-05-29 2009-06-12",26.07,8.79,450,"1980-05-29 2009-06-12",6.98,5.13,450,"1980-05-29 2009-06-12",48.36,14.59,450,"1980-05-29 2009-06-12",11.12,4.15,450,"1980-05-29 2009-06-12",2.96,3.84,450,"1980-05-29 2009-06-12",2.08,4.53,449,"1980-05-29 2009-06-12",2.08,4.53,449,"1980-05-29 2009-06-12",0,0,449,"1980-05-29 2009-06-12",0,0,449,"1980-05-29 2009-06-12",,,,
2010-06-04,13.02,4.73,450,"1980-05-28 2009-06-11",86.13,9.65,450,"1980-05-28 2009-06-11",22.34,4.74,450,"1980-05-28 2009-06-11",26.02,8.82,450,"1980-05-28 2009-06-11",6.79,5.14,450,"1980-05-28 2009-06-11",48.31,14.71,450,"1980-05-28 2009-06-11",10.92,4.14,450,"1980-05-28 2009-06-11",2.96,3.84,450,"1980-05-28 2009-06-11",2.13,4.76,449,"1980-05-28 2009-06-11",2.13,4.76,449,"1980-05-28 2009-06-11",0,0,449,"1980-05-28 2009-06-11",0,0,449,"1980-05-28 2009-06-11",,,,
2010-06-03,12.79,4.83,450,"1980-05-27 2009-06-10",86.05,9.76,450,"1980-05-27 2009-06-10",22.08,4.76,450,"1980-05-27 2009-06-10",25.97,8.86,450,"1980-05-27 2009-06-10",6.54,5.17,450,"1980-05-27 2009-06-10",48.32,14.97,450,"1980-05-27 2009-06-10",10.68,4.16,450,"1980-05-27 2009-06-10",2.97,3.87,450,"1980-05-27 2009-06-10",2.14,4.8,449,"1980-05-27 2009-06-10",2.14,4.8,449,"1980-05-27 2009-06-10",0,0,449,"1980-05-27 2009-06-10",0,0,449,"1980-05-27 2009-06-10",,,,
2010-06-02,12.63,4.84,450,"1980-05-26 2009-06-09",86.14,9.85,450,"1980-05-26 2009-06-09",21.83,4.78,450,"1980-05-26 2009-06-09",26.01,8.78,450,"1980-05-26 2009-06-09",6.34,5.15,450,"1980-05-26 2009-06-09",48.52,15.2,450,"1980-05-26 2009-06-09",10.47,4.13,450,"1980-05-26 2009-06-09",2.96,3.87,450,"1980-05-26 2009-06-09",2.26,5.02,449,"1980-05-26 2009-06-09",2.26,5.02,449,"1980-05-26 2009-06-09",0,0,449,"1980-05-26 2009-06-09",0,0,449,"1980-05-26 2009-06-09",,,,
2010-06-01,12.43,4.79,450,"1980-05-25 2009-06-08",86.08,9.92,450,"1980-05-25 2009-06-08",21.53,4.79,450,"1980-05-25 2009-06-08",25.92,8.6,450,"1980-05-25 2009-06-08",6.14,5.13,450,"1980-05-25 2009-06-08",48.84,15.2,450,"1980-05-25 2009-06-08",10.34,4.09,450,"1980-05-25 2009-06-08",2.95,3.91,450,"1980-05-25 2009-06-08",2.19,4.75,449,"1980-05-25 2009-06-08",2.19,4.75,449,"1980-05-25 2009-06-08",0,0,449,"1980-05-25 2009-06-08",0,0,449,"1980-05-25 2009-06-08",,,,
2010-05-31,12.22,4.72,450,"1980-05-24 2009-06-07",86.09,9.82,450,"1980-05-24 2009-06-07",21.34,4.71,450,"1980-05-24 2009-06-07",25.76,8.52,450,"1980-05-24 2009-06-07",5.92,5.05,450,"1980-05-24 2009-06-07",48.62,15.35,450,"1980-05-24 2009-06-07",10.12,3.97,450,"1980-05-24 2009-06-07",2.93,3.9,450,"1980-05-24 2009-06-07",2.15,4.68,449,"1980-05-24 2009-06-07",2.15,4.68,449,"1980-05-24 2009-06-07",0,0,449,"1980-05-24 2009-06-07",0,0,449,"1980-05-24 2009-06-07",,,,
2010-05-30,12.02,4.68,450,"1980-05-23 2009-06-06",85.96,9.94,450,"1980-05-23 2009-06-06",21.14,4.68,450,"1980-05-23 2009-06-06",25.7,8.38,450,"1980-05-23 2009-06-06",5.68,4.93,450,"1980-05-23 2009-06-06",48.42,15.37,450,"1980-05-23 2009-06-06",9.85,3.87,450,"1980-05-23 2009-06-06",2.97,3.93,450,"1980-05-23 2009-06-06",2.15,4.69,449,"1980-05-23 2009-06-06",2.15,4.69,449,"1980-05-23 2009-06-06",0,0,449,"1980-05-23 2009-06-06",0,0,449,"1980-05-23 2009-06-06",,,,
2010-05-29,11.76,4.71,450,"1980-05-22 2009-06-05",85.82,10.06,450,"1980-05-22 2009-06-05",20.96,4.7,450,"1980-05-22 2009-06-05",25.56,8.31,450,"1980-05-22 2009-06-05",5.48,4.95,450,"1980-05-22 2009-06-05",48.22,15.31,450,"1980-05-22 2009-06-05",9.67,3.88,450,"1980-05-22 2009-06-05",3,3.97,450,"1980-05-22 2009-06-05",2.22,4.89,450,"1980-05-22 2009-06-05",2.22,4.89,450,"1980-05-22 2009-06-05",0,0,450,"1980-05-22 2009-06-05",0,0,450,"1980-05-22 2009-06-05",,,,
2010-05-28,11.59,4.75,450,"1980-05-21 2009-06-04",85.81,10.05,450,"1980-05-21 2009-06-04",20.84,4.76,450,"1980-05-21 2009-06-04",25.75,8.47,450,"1980-05-21 2009-06-04",5.32,4.97,450,"1980-05-21 2009-06-04",48.01,15.22,450,"1980-05-21 2009-06-04",9.52,3.91,450,"1980-05-21 2009-06-04",3.09,4.09,450,"1980-05-21 2009-06-04",2.17,4.91,450,"1980-05-21 2009-06-04",2.17,4.91,450,"1980-05-21 2009-06-04",0,0,450,"1980-05-21 2009-06-04",0,0,450,"1980-05-21 2009-06-04",,,,
2010-05-27,11.55,4.87,450,"1980-05-20 2009-06-03",85.86,10.25,450,"1980-05-20 2009-06-03",20.73,4.89,450,"1980-05-20 2009-06-03",25.98,8.56,450,"1980-05-20 2009-06-03",5.24,5,450,"1980-05-20 2009-06-03",48.31,15.38,450,"1980-05-20 2009-06-03",9.41,3.95,450,"1980-05-20 2009-06-03",3.07,4.08,450,"1980-05-20 2009-06-03",2.34,5.16,450,"1980-05-20 2009-06-03",2.34,5.16,450,"1980-05-20 2009-06-03",0,0,450,"1980-05-20 2009-06-03",0,0,450,"1980-05-20 2009-06-03",,,,
2010-05-26,11.39,4.9,450,"1980-05-19 2009-06-02",85.58,10.43,450,"1980-05-19 2009-06-02",20.62,5,450,"1980-05-19 2009-06-02",26.17,8.69,450,"1980-05-19 2009-06-02",4.96,5.07,450,"1980-05-19 2009-06-02",48.12,15.38,450,"1980-05-19 2009-06-02",9.23,4,450,"1980-05-19 2009-06-02",3.11,4.14,450,"1980-05-19 2009-06-02",2.34,5.23,450,"1980-05-19 2009-06-02",2.34,5.23,450,"1980-05-19 2009-06-02",0,0,450,"1980-05-19 2009-06-02",0,0,450,"1980-05-19 2009-06-02",,,,
2010-05-25,11.15,4.99,450,"1980-05-18 2009-06-01",85.55,10.44,450,"1980-05-18 2009-06-01",20.33,5.12,450,"1980-05-18 2009-06-01",26.23,8.66,450,"1980-05-18 2009-06-01",4.65,5.13,450,"1980-05-18 2009-06-01",47.97,15.49,450,"1980-05-18 2009-06-01",8.97,4.06,450,"1980-05-18 2009-06-01",3.14,4.21,450,"1980-05-18 2009-06-01",2.44,5.38,450,"1980-05-18 2009-06-01",2.44,5.38,450,"1980-05-18 2009-06-01",0,0,450,"1980-05-18 2009-06-01",0,0,450,"1980-05-18 2009-06-01",,,,
2010-05-24,10.95,5.01,450,"1980-05-17 2009-05-31",85.58,10.5,450,"1980-05-17 2009-05-31",20.12,5.2,450,"1980-05-17 2009-05-31",26.24,8.77,450,"1980-05-17 2009-05-31",4.38,5.12,450,"1980-05-17 2009-05-31",47.79,15.47,450,"1980-05-17 2009-05-31",8.74,4.05,450,"1980-05-17 2009-05-31",3.08,4.2,450,"1980-05-17 2009-05-31",2.42,5.35,450,"1980-05-17 2009-05-31",2.42,5.35,450,"1980-05-17 2009-05-31",0,0,450,"1980-05-17 2009-05-31",0,0,450,"1980-05-17 2009-05-31",,,,
2010-05-23,10.66,4.89,450,"1980-05-16 2009-05-30",85.46,10.45,450,"1980-05-16 2009-05-30",19.81,5.15,450,"1980-05-16 2009-05-30",26.13,8.48,450,"1980-05-16 2009-05-30",4.1,5,450,"1980-05-16 2009-05-30",47.83,15.58,450,"1980-05-16 2009-05-30",8.47,3.94,450,"1980-05-16 2009-05-30",3.12,4.26,450,"1980-05-16 2009-05-30",2.41,5.45,450,"1980-05-16 2009-05-30",2.41,5.45,450,"1980-05-16 2009-05-30",0,0,450,"1980-05-16 2009-05-30",0,0,450,"1980-05-16 2009-05-30",,,,
2010-05-22,10.47,4.79,450,"1980-05-15 2009-05-29",85.7,10.48,450,"1980-05-15 2009-05-29",19.47,5.01,450,"1980-05-15 2009-05-29",26.16,8.66,450,"1980-05-15 2009-05-29",3.84,4.88,450,"1980-05-15 2009-05-29",47.93,15.56,450,"1980-05-15 2009-05-29",8.18,3.8,450,"1980-05-15 2009-05-29",3.2,4.32,450,"1980-05-15 2009-05-29",2.56,5.76,450,"1980-05-15 2009-05-29",2.56,5.76,450,"1980-05-15 2009-05-29",0,0,450,"1980-05-15 2009-05-29",0,0,450,"1980-05-15 2009-05-29",,,,
2010-05-21,10.27,4.79,450,"1980-05-14 2009-05-28",85.7,10.5,450,"1980-05-14 2009-05-28",19.22,4.91,450,"1980-05-14 2009-05-28",26.25,8.87,450,"1980-05-14 2009-05-28",3.57,4.77,450,"1980-05-14 2009-05-28",47.86,15.43,450,"1980-05-14 2009-05-28",7.93,3.73,450,"1980-05-14 2009-05-28",3.24,4.45,450,"1980-05-14 2009-05-28",2.51,5.63,450,"1980-05-14 2009-05-28",2.51,5.63,450,"1980-05-14 2009-05-28",0,0,450,"1980-05-14 2009-05-28",0,0,450,"1980-05-14 2009-05-28",,,,
2010-05-20,10,4.89,450,"1980-05-13 2009-05-27",85.54,10.58,450,"1980-05-13 2009-05-27",18.95,4.91,450,"1980-05-13 2009-05-27",26.44,9,450,"1980-05-13 2009-05-27",3.27,4.77,450,"1980-05-13 2009-05-27",47.64,15.1,450,"1980-05-13 2009-05-27",7.68,3.72,450,"1980-05-13 2009-05-27",3.27,4.46,450,"1980-05-13 2009-05-27",2.42,5.4,450,"1980-05-13 2009-05-27",2.42,5.4,450,"1980-05-13 2009-05-27",0,0,450,"1980-05-13 2009-05-27",0,0,450,"1980-05-13 2009-05-27",,,,
2010-05-19,9.86,4.85,450,"1980-05-12 2009-05-26",85.43,10.62,450,"1980-05-12 2009-05-26",18.75,5,450,"1980-05-12 2009-05-26",26.73,9.06,450,"1980-05-12 2009-05-26",3.05,4.81,450,"1980-05-12 2009-05-26",47.66,14.97,450,"1980-05-12 2009-05-26",7.55,3.74,450,"1980-05-12 2009-05-26",3.4,4.66,450,"1980-05-12 2009-05-26",2.49,5.97,450,"1980-05-12 2009-05-26",2.49,5.97,450,"1980-05-12 2009-05-26",0,0,450,"1980-05-12 2009-05-26",0,0,450,"1980-05-12 2009-05-26",,,,
2010-05-18,9.81,4.86,450,"1980-05-11 2009-05-25",85.43,10.58,450,"1980-05-11 2009-05-25",18.7,5.06,450,"1980-05-11 2009-05-25",27.07,9.25,450,"1980-05-11 2009-05-25",2.91,4.84,450,"1980-05-11 2009-05-25",47.41,14.87,450,"1980-05-11 2009-05-25",7.49,3.76,450,"1980-05-11 2009-05-25",3.44,4.59,450,"1980-05-11 2009-05-25",2.57,6.04,450,"1980-05-11 2009-05-25",2.57,6.04,450,"1980-05-11 2009-05-25",0,0,450,"1980-05-11 2009-05-25",0,0,450,"1980-05-11 2009-05-25",,,,
2010-05-17,9.71,4.87,450,"1980-05-10 2009-05-24",85.15,10.95,450,"1980-05-10 2009-05-24",18.72,5.04,450,"1980-05-10 2009-05-24",27.24,9.5,450,"1980-05-10 2009-05-24",2.79,4.8,450,"1980-05-10 2009-05-24",47,14.82,450,"1980-05-10 2009-05-24",7.39,3.76,450,"1980-05-10 2009-05-24",3.5,4.65,450,"1980-05-10 2009-05-24",2.66,6.13,450,"1980-05-10 2009-05-24",2.66,6.13,450,"1980-05-10 2009-05-24",0,0,450,"1980-05-10 2009-05-24",0,0,450,"1980-05-10 2009-05-24",,,,
2010-05-16,9.56,4.9,450,"1980-05-09 2009-05-23",85.07,11.01,450,"1980-05-09 2009-05-23",18.57,5.05,450,"1980-05-09 2009-05-23",27.33,9.6,450,"1980-05-09 2009-05-23",2.64,4.8,450,"1980-05-09 2009-05-23",47.05,14.79,450,"1980-05-09 2009-05-23",7.27,3.8,450,"1980-05-09 2009-05-23",3.47,4.61,450,"1980-05-09 2009-05-23",2.72,6.16,450,"1980-05-09 2009-05-23",2.72,6.16,450,"1980-05-09 2009-05-23",0,0,450,"1980-05-09 2009-05-23",0,0,450,"1980-05-09 2009-05-23",,,,
2010-05-15,9.33,4.95,450,"1980-05-08 2009-05-22",85.14,10.9,450,"1980-05-08 2009-05-22",18.37,5.08,450,"1980-05-08 2009-05-22",27.47,9.63,450,"1980-05-08 2009-05-22",2.35,4.88,450,"1980-05-08 2009-05-22",46.6,14.58,450,"1980-05-08 2009-05-22",7.05,3.93,450,"1980-05-08 2009-05-22",3.46,4.59,450,"1980-05-08 2009-05-22",2.68,6.1,450,"1980-05-08 2009-05-22",2.68,6.1,450,"1980-05-08 2009-05-22",0,0,450,"1980-05-08 2009-05-22",0,0,450,"1980-05-08 2009-05-22",,,,
2010-05-14,9.17,4.99,450,"1980-05-07 2009-05-21",85.07,10.83,450,"1980-05-07 2009-05-21",18.18,5.04,450,"1980-05-07 2009-05-21",27.8,9.76,450,"1980-05-07 2009-05-21",2.11,4.97,450,"1980-05-07 2009-05-21",46.42,14.68,450,"1980-05-07 2009-05-21",6.87,3.98,450,"1980-05-07 2009-05-21",3.53,4.74,450,"1980-05-07 2009-05-21",2.56,5.92,450,"1980-05-07 2009-05-21",2.56,5.92,450,"1980-05-07 2009-05-21",0,0.03,450,"1980-05-07 2009-05-21",0,0,450,"1980-05-07 2009-05-21",,,,
2010-05-13,9.04,5.06,450,"1980-05-06 2009-05-20",84.81,11.09,450,"1980-05-06 2009-05-20",18.09,5.05,450,"1980-05-06 2009-05-20",28,9.59,450,"1980-05-06 2009-05-20",1.89,5.06,450,"1980-05-06 2009-05-20",46.02,14.68,450,"1980-05-06 2009-05-20",6.75,4.01,450,"1980-05-06 2009-05-20",3.44,4.65,450,"1980-05-06 2009-05-20",2.51,5.82,450,"1980-05-06 2009-05-20",2.51,5.82,450,"1980-05-06 2009-05-20",0,0.03,450,"1980-05-06 2009-05-20",0,0,450,"1980-05-06 2009-05-20",,,,
2010-05-12,8.92,5,450,"1980-05-05 2009-05-19",84.43,11.16,450,"1980-05-05 2009-05-19",18.05,4.99,450,"1980-05-05 2009-05-19",28.12,9.55,450,"1980-05-05 2009-05-19",1.66,5.07,450,"1980-05-05 2009-05-19",45.5,14.47,450,"1980-05-05 2009-05-19",6.65,4.02,450,"1980-05-05 2009-05-19",3.38,4.59,450,"1980-05-05 2009-05-19",2.44,5.65,449,"1980-05-05 2009-05-19",2.44,5.65,449,"1980-05-05 2009-05-19",0,0.03,449,"1980-05-05 2009-05-19",0,0,449,"1980-05-05 2009-05-19",,,,
2010-05-11,8.68,5.03,450,"1980-05-04 2009-05-18",84.17,11.19,450,"1980-05-04 2009-05-18",17.94,4.94,450,"1980-05-04 2009-05-18",27.9,9.52,450,"1980-05-04 2009-05-18",1.42,5.06,450,"1980-05-04 2009-05-18",44.95,14.47,450,"1980-05-04 2009-05-18",6.43,4.04,450,"1980-05-04 2009-05-18",3.25,4.52,450,"1980-05-04 2009-05-18",2.35,5.58,449,"1980-05-04 2009-05-18",2.35,5.58,449,"1980-05-04 2009-05-18",0,0.03,449,"1980-05-04 2009-05-18",0,0,449,"1980-05-04 2009-05-18",,,,
2010-05-10,8.37,5.05,450,"1980-05-03 2009-05-17",83.88,11.21,450,"1980-05-03 2009-05-17",17.78,4.98,450,"1980-05-03 2009-05-17",27.91,9.55,450,"1980-05-03 2009-05-17",1.18,5.2,450,"1980-05-03 2009-05-17",44.53,14.74,450,"1980-05-03 2009-05-17",6.26,4.05,450,"1980-05-03 2009-05-17",3.25,4.51,450,"1980-05-03 2009-05-17",2.26,5.51,448,"1980-05-03 2009-05-17",2.26,5.51,448,"1980-05-03 2009-05-17",0,0.03,448,"1980-05-03 2009-05-17",0,0,448,"1980-05-03 2009-05-17",,,,
2010-05-09,8.06,5.06,450,"1980-05-02 2009-05-16",83.61,11.29,450,"1980-05-02 2009-05-16",17.57,4.99,450,"1980-05-02 2009-05-16",28,9.39,450,"1980-05-02 2009-05-16",0.95,5.19,450,"1980-05-02 2009-05-16",44.36,15,450,"1980-05-02 2009-05-16",6.06,4.04,450,"1980-05-02 2009-05-16",3.4,4.6,450,"1980-05-02 2009-05-16",2.4,5.89,448,"1980-05-02 2009-05-16",2.4,5.89,448,"1980-05-02 2009-05-16",0,0.03,448,"1980-05-02 2009-05-16",0,0,448,"1980-05-02 2009-05-16",,,,
2010-05-08,7.84,5.04,450,"1980-05-01 2009-05-15",83.38,11.61,450,"1980-05-01 2009-05-15",17.42,4.98,450,"1980-05-01 2009-05-15",28.19,9.59,450,"1980-05-01 2009-05-15",0.67,5.1,450,"1980-05-01 2009-05-15",44.02,14.86,450,"1980-05-01 2009-05-15",5.88,4.01,450,"1980-05-01 2009-05-15",3.36,4.53,450,"1980-05-01 2009-05-15",2.3,5.69,448,"1980-05-01 2009-05-15",2.3,5.69,448,"1980-05-01 2009-05-15",0,0.03,448,"1980-05-01 2009-05-15",0,0,448,"1980-05-01 2009-05-15",,,,
2010-05-07,7.6,5.06,450,"1980-04-30 2009-05-14",83.09,12.02,450,"1980-04-30 2009-05-14",17.31,5.01,450,"1980-04-30 2009-05-14",28.41,9.75,450,"1980-04-30 2009-05-14",0.48,5.13,450,"1980-04-30 2009-05-14",43.73,15.07,450,"1980-04-30 2009-05-14",5.77,4.01,450,"1980-04-30 2009-05-14",3.28,4.5,450,"1980-04-30 2009-05-14",2.25,5.5,447,"1980-04-30 2009-05-14",2.25,5.5,447,"1980-04-30 2009-05-14",0,0.03,447,"1980-04-30 2009-05-14",0,0,447,"1980-04-30 2009-05-14",,,,
2010-05-06,7.33,5.05,450,"1980-04-29 2009-05-13",82.82,12.1,450,"1980-04-29 2009-05-13",17.14,5,450,"1980-04-29 2009-05-13",28.45,9.6,450,"1980-04-29 2009-05-13",0.25,5.14,450,"1980-04-29 2009-05-13",43.45,15.22,450,"1980-04-29 2009-05-13",5.57,3.99,450,"1980-04-29 2009-05-13",3.3,4.35,450,"1980-04-29 2009-05-13",2.2,5.5,447,"1980-04-29 2009-05-13",2.2,5.5,447,"1980-04-29 2009-05-13",0,0.03,447,"1980-04-29 2009-05-13",0,0,447,"1980-04-29 2009-05-13",,,,
2010-05-05,7.13,5.02,450,"1980-04-28 2009-05-12",82.79,12.11,450,"1980-04-28 2009-05-12",16.94,5.11,450,"1980-04-28 2009-05-12",28.58,9.53,450,"1980-04-28 2009-05-12",0.05,5.14,450,"1980-04-28 2009-05-12",43.51,15.52,450,"1980-04-28 2009-05-12",5.42,4.04,450,"1980-04-28 2009-05-12",3.39,4.54,450,"1980-04-28 2009-05-12",2.32,5.64,447,"1980-04-28 2009-05-12",2.32,5.63,447,"1980-04-28 2009-05-12",0,0.04,447,"1980-04-28 2009-05-12",0,0,447,"1980-04-28 2009-05-12",,,,
2010-05-04,6.94,5.04,450,"1980-04-27 2009-05-11",82.65,12.06,450,"1980-04-27 2009-05-11",16.84,5.17,450,"1980-04-27 2009-05-11",28.59,9.56,450,"1980-04-27 2009-05-11",-0.18,5.17,450,"1980-04-27 2009-05-11",43.08,15.3,450,"1980-04-27 2009-05-11",5.22,4.1,450,"1980-04-27 2009-05-11",3.34,4.35,450,"1980-04-27 2009-05-11",2.19,4.93,447,"1980-04-27 2009-05-11",2.18,4.93,447,"1980-04-27 2009-05-11",0,0.04,447,"1980-04-27 2009-05-11",0,0,447,"1980-04-27 2009-05-11",,,,
2010-05-03,6.63,4.99,450,"1980-04-26 2009-05-10",82.22,12.31,450,"1980-04-26 2009-05-10",16.66,5.13,450,"1980-04-26 2009-05-10",28.48,9.58,450,"1980-04-26 2009-05-10",-0.43,5.16,450,"1980-04-26 2009-05-10",42.71,15.18,450,"1980-04-26 2009-05-10",4.97,4.08,450,"1980-04-26 2009-05-10",3.34,4.38,450,"1980-04-26 2009-05-10",2.02,4.64,447,"1980-04-26 2009-05-10",2.01,4.64,447,"1980-04-26 2009-05-10",0,0.04,447,"1980-04-26 2009-05-10",0,0,447,"1980-04-26 2009-05-10",,,,
2010-05-02,6.36,4.99,450,"1980-04-25 2009-05-09",82.23,12.27,450,"1980-04-25 2009-05-09",16.37,5.14,450,"1980-04-25 2009-05-09",28.52,9.56,450,"1980-04-25 2009-05-09",-0.79,5.12,450,"1980-04-25 2009-05-09",42.47,15.19,450,"1980-04-25 2009-05-09",4.72,4.02,450,"1980-04-25 2009-05-09",3.3,4.27,450,"1980-04-25 2009-05-09",2,4.59,447,"1980-04-25 2009-05-09",2,4.59,447,"1980-04-25 2009-05-09",0,0.04,447,"1980-04-25 2009-05-09",0,0,447,"1980-04-25 2009-05-09",,,,
2010-05-01,6.05,4.99,450,"1980-04-24 2009-05-08",81.95,12.4,450,"1980-04-24 2009-05-08",16.12,5.11,450,"1980-04-24 2009-05-08",28.65,9.4,450,"1980-04-24 2009-05-08",-1.14,5.06,450,"1980-04-24 2009-05-08",42.08,15.29,450,"1980-04-24 2009-05-08",4.43,3.97,450,"1980-04-24 2009-05-08",3.41,4.37,450,"1980-04-24 2009-05-08",1.94,4.54,447,"1980-04-24 2009-05-08",1.94,4.54,447,"1980-04-24 2009-05-08",0,0.04,447,"1980-04-24 2009-05-08",0,0,447,"1980-04-24 2009-05-08",,,,
2010-04-30,5.83,5,450,"1980-04-23 2009-05-07",81.77,12.47,450,"1980-04-23 2009-05-07",15.89,5.16,450,"1980-04-23 2009-05-07",28.96,9.49,450,"1980-04-23 2009-05-07",-1.38,5.01,450,"1980-04-23 2009-05-07",42.07,15.59,450,"1980-04-23 2009-05-07",4.28,3.93,450,"1980-04-23 2009-05-07",3.42,4.34,450,"1980-04-23 2009-05-07",1.98,4.64,447,"1980-04-23 2009-05-07",1.97,4.64,447,"1980-04-23 2009-05-07",0,0.04,447,"1980-04-23 2009-05-07",0,0,447,"1980-04-23 2009-05-07",,,,
2010-04-29,5.6,5.06,450,"1980-04-22 2009-05-06",81.76,12.57,450,"1980-04-22 2009-05-06",15.59,5.31,450,"1980-04-22 2009-05-06",28.9,9.42,450,"1980-04-22 2009-05-06",-1.56,5.04,450,"1980-04-22 2009-05-06",42.26,15.85,450,"1980-04-22 2009-05-06",4.08,3.94,450,"1980-04-22 2009-05-06",3.42,4.23,450,"1980-04-22 2009-05-06",2.03,4.73,447,"1980-04-22 2009-05-06",2.03,4.73,447,"1980-04-22 2009-05-06",0.01,0.12,447,"1980-04-22 2009-05-06",0,0.05,447,"1980-04-22 2009-05-06",,,,
2010-04-28,5.41,5.1,450,"1980-04-21 2009-05-05",81.88,12.47,450,"1980-04-21 2009-05-05",15.34,5.38,450,"1980-04-21 2009-05-05",28.9,9.59,450,"1980-04-21 2009-05-05",-1.71,5,450,"1980-04-21 2009-05-05",42.73,16.22,450,"1980-04-21 2009-05-05",3.87,3.93,450,"1980-04-21 2009-05-05",3.5,4.28,450,"1980-04-21 2009-05-05",2.15,4.99,447,"1980-04-21 2009-05-05",2.14,5,447,"1980-04-21 2009-05-05",0.01,0.12,447,"1980-04-21 2009-05-05",0,0.05,447,"1980-04-21 2009-05-05",,,,
2010-04-27,5.27,5.09,450,"1980-04-20 2009-05-04",82.23,12.45,450,"1980-04-20 2009-05-04",15.05,5.39,450,"1980-04-20 2009-05-04",29.04,9.78,450,"1980-04-20 2009-05-04",-1.83,4.96,450,"1980-04-20 2009-05-04",43.24,16.48,450,"1980-04-20 2009-05-04",3.7,3.86,450,"1980-04-20 2009-05-04",3.64,4.44,450,"1980-04-20 2009-05-04",2.32,5.41,447,"1980-04-20 2009-05-04",2.31,5.42,447,"1980-04-20 2009-05-04",0.01,0.12,447,"1980-04-20 2009-05-04",0,0.07,447,"1980-04-20 2009-05-04",,,,
2010-04-26,5.27,5.11,450,"1980-04-19 2009-05-03",82.64,12.37,450,"1980-04-19 2009-05-03",14.89,5.46,450,"1980-04-19 2009-05-03",29.3,9.87,450,"1980-04-19 2009-05-03",-1.81,4.99,450,"1980-04-19 2009-05-03",43.75,16.51,450,"1980-04-19 2009-05-03",3.63,3.85,450,"1980-04-19 2009-05-03",3.77,4.5,450,"1980-04-19 2009-05-03",2.35,5.39,447,"1980-04-19 2009-05-03",2.34,5.39,447,"1980-04-19 2009-05-03",0.01,0.12,447,"1980-04-19 2009-05-03",0,0.07,447,"1980-04-19 2009-05-03",,,,
2010-04-25,5.26,5.14,450,"1980-04-18 2009-05-02",82.77,12.41,450,"1980-04-18 2009-05-02",14.74,5.5,450,"1980-04-18 2009-05-02",29.31,9.91,450,"1980-04-18 2009-05-02",-1.81,4.91,450,"1980-04-18 2009-05-02",44.27,16.35,450,"1980-04-18 2009-05-02",3.5,3.86,450,"1980-04-18 2009-05-02",3.82,4.51,450,"1980-04-18 2009-05-02",2.26,5.25,448,"1980-04-18 2009-05-02",2.25,5.25,448,"1980-04-18 2009-05-02",0.01,0.13,448,"1980-04-18 2009-05-02",0,0.07,448,"1980-04-18 2009-05-02",,,,
2010-04-24,5.21,5.21,450,"1980-04-17 2009-05-01",82.76,12.53,450,"1980-04-17 2009-05-01",14.56,5.62,450,"1980-04-17 2009-05-01",29.34,10.11,450,"1980-04-17 2009-05-01",-1.95,4.93,450,"1980-04-17 2009-05-01",44.58,16.22,450,"1980-04-17 2009-05-01",3.38,3.92,450,"1980-04-17 2009-05-01",3.88,4.58,450,"1980-04-17 2009-05-01",2.05,4.74,448,"1980-04-17 2009-05-01",2.04,4.74,448,"1980-04-17 2009-05-01",0.01,0.13,448,"1980-04-17 2009-05-01",0,0.07,448,"1980-04-17 2009-05-01",,,,
2010-04-23,5.07,5.25,450,"1980-04-16 2009-04-30",82.86,12.41,450,"1980-04-16 2009-04-30",14.34,5.71,450,"1980-04-16 2009-04-30",29.46,9.91,450,"1980-04-16 2009-04-30",-2.08,4.98,450,"1980-04-16 2009-04-30",44.8,16.39,450,"1980-04-16 2009-04-30",3.22,3.93,450,"1980-04-16 2009-04-30",4.04,4.69,450,"1980-04-16 2009-04-30",2.18,5.2,448,"1980-04-16 2009-04-30",2.17,5.2,448,"1980-04-16 2009-04-30",0.01,0.13,448,"1980-04-16 2009-04-30",0,0.07,448,"1980-04-16 2009-04-30",,,,
